year,league_id,team_id,park_id,span_first,span_last,games,openings,attendance
2011,NL,PHI,PHI13,4/1/11,9/22/11,81,81,3680718
2011,NL,PIT,PIT08,4/7/11,9/25/11,81,80,1940429
2011,NL,SDN,SAN02,4/5/11,9/28/11,81,81,2143018
2011,AL,SEA,SEA03,4/8/11,9/28/11,81,81,1896321
2011,NL,SFN,SFO03,4/8/11,9/28/11,81,81,3387303
2011,NL,SLN,STL10,3/31/11,9/25/11,81,81,3093954
2011,AL,TBA,STP01,4/1/11,9/28/11,81,81,1529188
2011,AL,TEX,ARL02,4/1/11,9/25/11,81,81,2946949
2011,AL,TOR,TOR02,4/1/11,9/22/11,81,81,1818103
2011,NL,WAS,WAS11,3/31/11,9/25/11,80,78,1940478
2012,AL,LAA,ANA01,4/6/12,9/27/12,81,81,3061770
2012,NL,ARI,PHO01,4/6/12,10/3/12,81,81,2177617
2012,NL,ATL,ATL02,4/13/12,9/30/12,81,81,2420171
2012,AL,BAL,BAL12,4/6/12,9/30/12,81,79,2102240
2012,AL,BOS,BOS07,4/13/12,9/26/12,81,81,3043003
2012,AL,CHA,CHI12,4/13/12,9/30/12,81,81,1965955
2012,NL,CHN,CHI11,4/5/12,10/3/12,81,81,2882756
2012,NL,CIN,CIN09,4/5/12,9/27/12,81,81,2347251
2012,AL,CLE,CLE08,4/5/12,10/3/12,81,81,1603596
2012,NL,COL,DEN02,4/9/12,9/27/12,81,81,2630458
2012,AL,DET,DET05,4/5/12,9/27/12,81,81,3028033
2012,NL,HOU,HOU03,4/6/12,9/26/12,81,81,1607733
2012,AL,KCA,KAN06,4/13/12,10/3/12,81,80,1739859
2012,NL,LAN,LOS03,4/10/12,10/3/12,81,81,3324246
2012,NL,MIA,MIA02,4/4/12,10/3/12,81,81,2219444
2012,NL,MIL,MIL06,4/6/12,10/3/12,81,81,2831385
2012,AL,MIN,MIN04,4/9/12,9/30/12,81,81,2776354
2012,AL,NYA,NYC21,4/13/12,10/3/12,81,81,3542406
2012,NL,NYN,NYC20,4/5/12,9/27/12,81,80,2242803
2012,AL,OAK,OAK01,4/6/12,10/3/12,79,79,1591395
2012,AL,OAK,TOK01,3/28/12,3/29/12,2,2,87618
2012,NL,PHI,PHI13,4/9/12,9/27/12,81,81,3565718
2012,NL,PIT,PIT08,4/5/12,10/3/12,81,80,2091918
2012,NL,SDN,SAN02,4/5/12,9/30/12,81,81,2123721
2012,AL,SEA,SEA03,4/13/12,10/3/12,81,81,1721920
2012,NL,SFN,SFO03,4/13/12,9/27/12,81,81,3377371
2012,NL,SLN,STL10,4/13/12,10/3/12,81,81,3262109
2012,AL,TBA,STP01,4/6/12,10/3/12,81,81,1559681
2012,AL,TEX,ARL02,4/6/12,9/30/12,81,81,3460280
2012,AL,TOR,TOR02,4/9/12,10/3/12,81,81,2099663
2012,NL,WAS,WAS11,4/12/12,10/3/12,81,79,2370794
2013,AL,LAA,ANA01,4/9/13,9/25/13,81,81,3019505
2013,NL,ARI,PHO01,4/1/13,9/29/13,81,81,2134895
2013,NL,ATL,ATL02,4/1/13,9/29/13,81,81,2548679
2013,AL,BAL,BAL12,4/5/13,9/29/13,81,81,2357561
2013,AL,BOS,BOS07,4/8/13,9/22/13,81,81,2833333
2013,NL,CHN,CHI11,4/1/13,9/29/13,81,80,1768413
2013,AL,CHA,CHI12,4/8/13,9/25/13,81,81,2642682
2013,NL,CIN,CIN09,4/1/13,9/29/13,80,80,2492101
2013,NL,CIN,SFO03,7/23/13,7/23/13,1,1,42310
2013,AL,CLE,CLE08,4/8/13,9/25/13,81,80,1572926
2013,NL,COL,DEN02,4/5/13,9/25/13,81,81,2793828
2013,AL,DET,DET05,4/5/13,9/22/13,81,81,3083397
2013,AL,HOU,HOU03,3/31/13,9/29/13,81,81,1651883
2013,AL,KCA,KAN06,4/8/13,9/22/13,81,81,1750754
2013,NL,LAN,LOS03,4/1/13,9/29/13,81,81,3743527
2013,NL,MIA,MIA02,4/8/13,9/29/13,81,81,1586322
2013,NL,MIL,MIL06,4/1/13,9/22/13,81,81,2531105
2013,AL,MIN,MIN04,4/1/13,9/29/13,81,81,2477644
2013,AL,NYA,NYC21,4/1/13,9/26/13,81,81,3279589
2013,NL,NYN,NYC20,4/1/13,9/29/13,81,80,2135657
2013,AL,OAK,OAK01,4/1/13,9/22/13,81,81,1809302
2013,NL,PHI,PHI13,4/5/13,9/22/13,81,81,3012403
2013,NL,PIT,PIT08,4/1/13,9/22/13,81,80,2256862
2013,NL,SDN,SAN02,4/9/13,9/26/13,81,81,2166691
2013,AL,SEA,SEA03,4/8/13,9/29/13,81,81,1761546
2013,NL,SFN,SFO03,4/5/13,9/29/13,81,80,3326796
2013,NL,SLN,STL10,4/8/13,9/29/13,81,81,3369769
2013,AL,TBA,STP01,4/2/13,9/23/13,81,81,1510300
2013,AL,TEX,ARL02,4/5/13,9/30/13,82,82,3178273
2013,AL,TOR,TOR02,4/2/13,9/29/13,81,81,2536562
2013,NL,WAS,WAS11,4/1/13,9/22/13,81,81,2652422
2014,AL,LAA,ANA01,3/31/14,9/21/14,81,81,3095935
2014,NL,ARI,PHO01,3/31/14,9/28/14,79,79,1997385
2014,NL,ARI,SYD01,3/22/14,3/23/14,2,2,76345
2014,NL,ATL,ATL02,4/8/14,9/25/14,81,81,2354305
2014,AL,BAL,BAL12,3/31/14,9/21/14,81,80,2464473
2014,AL,BOS,BOS07,4/4/14,9/28/14,81,81,2956089
2014,NL,CHN,CHI11,3/31/14,9/28/14,81,79,1650821
2014,AL,CHA,CHI12,4/4/14,9/24/14,81,81,2652113
2014,NL,CIN,CIN09,3/31/14,9/28/14,81,81,2476664
2014,AL,CLE,CLE08,4/4/14,9/28/14,81,78,1437393
2014,NL,COL,DEN02,4/4/14,9/21/14,81,81,2680329
2014,AL,DET,DET05,3/31/14,9/28/14,81,81,2917209
2014,AL,HOU,HOU03,4/1/14,9/21/14,81,81,1751829
2014,AL,KCA,KAN06,4/4/14,9/21/14,81,81,1956482
2014,NL,LAN,LOS03,4/4/14,9/28/14,81,81,3782337
2014,NL,MIA,MIA02,3/31/14,9/25/14,81,81,1732283
2014,NL,MIL,MIL06,3/31/14,9/28/14,81,81,2797384
2014,AL,MIN,MIN04,4/7/14,9/24/14,81,81,2250606
2014,AL,NYA,NYC21,4/7/14,9/25/14,81,80,3401624
2014,NL,NYN,NYC20,3/31/14,9/28/14,81,80,2148808
2014,AL,OAK,OAK01,3/31/14,9/24/14,81,80,2003628
2014,NL,PHI,PHI13,4/8/14,9/28/14,81,81,2423852
2014,NL,PIT,PIT08,3/31/14,9/21/14,81,81,2442564
2014,NL,SDN,SAN02,3/30/14,9/24/14,81,81,2195373
2014,AL,SEA,SEA03,4/8/14,9/28/14,81,81,2064334
2014,NL,SFN,SFO03,4/8/14,9/28/14,81,81,3368697
2014,NL,SLN,STL10,4/7/14,9/21/14,81,81,3540649
2014,AL,TBA,STP01,3/31/14,9/21/14,81,81,1446464
2014,AL,TEX,ARL02,3/31/14,9/28/14,81,81,2718733
2014,AL,TOR,TOR02,4/4/14,9/28/14,81,81,2375525
2014,NL,WAS,WAS11,4/4/14,9/28/14,81,81,2579389
